Date,CRM,BAC,MCD,WMT,PFE,COST,KO,PEP,MRK,CVX,HD,MA,AVGO,PG,LLY,V,JPM,JNJ,XOM,UNH,META,TSLA,GOOG,GOOGL,NVDA,AMZN,MSFT,AAPL
2023-01-30,202.972,36.074852,224.32887,141.52483,36.445004,420.80463,60.89374,135.92085,86.40965,98.51266,266.98166,364.0208,515.6192,138.22424,214.76761,221.65472,141.0258,160.57973,69.11028,385.81888,191.43747,168.74191,102.42561,99.91126,153.20807,120.10013,230.85027,134.34456
2023-01-31,207.3015,36.27576,224.20906,141.30696,36.18606,420.85593,61.148777,135.91685,85.799095,98.09096,267.29526,364.47855,518.10864,137.71912,214.08401,221.87027,141.31262,159.05455,68.99671,384.32452,193.94511,174.17,102.90839,100.52762,154.0045,121.536354,231.46278,134.78935
2023-02-01,213.31781,36.63554,224.42664,142.42123,36.238754,420.19647,61.264214,136.21112,86.040215,98.08488,267.7885,367.2293,521.8707,138.32272,213.58029,222.68782,142.36415,159.1139,68.99928,385.1998,196.97046,181.76515,103.54409,100.800835,154.72319,125.06063,233.73463,136.80121
2023-02-02,216.70888,37.341766,224.49802,142.76982,36.362644,422.54352,61.152214,136.35008,85.841354,97.77939,267.79266,369.00568,522.45386,138.20035,212.17249,225.57854,143.2501,158.65993,68.88273,387.1676,199.88928,182.5193,104.582756,101.373955,157.33568,124.61415,235.56485,136.6636
2023-02-03,219.82082,37.73706,224.0624,142.8767,36.222557,422.9076,61.107613,136.89066,86.18395,97.671875,269.91425,370.27087,525.51184,138.04837,212.15302,225.30405,143.1263,157.82997,68.596115,387.02414,201.09317,182.94084,105.63783,101.85596,158.40083,127.34295,234.39523,136.95596
2023-02-06,220.37355,37.762444,224.00266,142.88043,36.031284,424.5933,60.76348,136.75014,85.67124,97.62803,270.1008,369.88913,524.5111,137.6432,211.4796,225.45793,142.53902,157.17873,68.30604,385.4888,202.72852,182.3427,105.70974,102.02704,158.94531,126.39249,232.50365,136.87488
2023-02-07,223.22491,37.884323,223.96133,142.81277,35.96887,426.20285,61.02719,137.07053,84.9087,97.62025,271.71823,371.8105,526.1046,137.5763,211.63513,225.64952,142.44295,157.12521,68.37696,385.1376,208.65512,188.62578,106.568985,103.01691,160.31891,126.845474,232.85666,137.27264
2023-02-08,225.77148,38.131104,224.54889,143.00449,36.013203,427.29477,60.928207,137.40875,84.8394,97.970474,272.57852,374.11792,527.5577,137.81934,212.28212,226.96822,143.0081,157.5407,68.68287,386.06128,214.25584,193.2208,107.618225,103.958336,161.40317,126.58509,234.02116,137.96373
2023-02-09,226.74245,38.22514,224.79225,142.89627,36.051697,428.147,60.78766,137.62578,84.83345,98.07775,272.63867,374.89288,527.8453,137.74599,212.55371,227.59383,143.67278,157.63626,68.9107,387.20117,217.9012,196.00496,107.6011,103.91566,162.15245,125.89219,234.7217,138.27205
2023-02-10,226.98552,37.872097,224.67484,142.8711,36.011402,428.29184,,137.74786,84.98325,97.967834,271.93884,374.18997,526.8635,137.28549,212.51875,227.72377,143.81203,157.13493,69.02202,388.0286,219.31033,197.75484,106.538284,103.01193,162.59575,124.61691,234.4158,138.3017
2023-02-13,224.47415,37.163403,224.22023,142.85269,35.918972,427.97314,60.579437,137.84723,85.11878,97.749176,270.74817,371.73456,524.3774,136.43022,212.2264,226.89833,143.35855,156.14383,69.07744,388.51138,218.64717,197.81638,104.95612,101.78046,162.34073,122.88747,232.78116,138.11528
2023-02-14,225.74763,36.8092,223.91037,143.21887,35.95265,428.33026,60.91294,138.60342,84.89093,97.66809,271.32178,372.24203,525.0217,136.23155,212.62973,226.71234,143.23877,155.93329,69.29193,389.30243,220.716,203.71436,104.508934,101.51983,162.96649,122.97267,233.12526,138.347
2023-02-15,226.7908,36.773838,224.2872,143.84532,36.08825,428.23065,,139.2888,85.275024,97.961235,271.53912,373.60297,525.7428,136.51666,213.64697,227.64636,143.54324,156.30826,69.59636,390.7839,222.91206,207.30579,104.36639,101.24966,163.48073,123.009865,234.50793,138.802
2023-02-16,227.10893,36.762592,224.4228,144.42543,36.13082,428.5579,60.75748,139.78574,85.5385,98.020195,271.35547,373.8376,526.3536,136.55736,213.85077,228.10811,143.9956,155.97682,69.71356,391.7686,224.26118,209.37474,104.17909,100.95805,163.70375,123.282585,235.15599,138.98677
2023-02-17,225.78278,36.613667,224.39218,144.51616,36.05509,428.3859,60.362823,140.03136,85.75976,97.93327,270.66064,372.68582,525.8911,136.15189,213.08904,227.82553,143.95628,155.02556,69.72543,391.95306,224.0596,209.54097,103.64933,100.502686,163.55573,122.37847,234.19221,138.92676
2023-02-21,222.75183,36.236877,224.08696,144.66246,35.90164,427.91333,60.201237,140.0499,85.80799,97.70907,269.04755,369.7722,524.0869,135.42056,211.79185,226.6977,143.41916,153.70187,69.38159,391.71655,222.67523,207.40083,102.60439,99.75359,162.89781,120.95293,231.52148,138.60269
2023-02-22,221.45796,35.800205,223.87996,144.7645,35.7777,427.55508,60.31798,140.27922,85.52799,97.459656,266.61145,368.3769,523.00397,135.11255,210.95403,225.08238,142.36916,152.9463,69.041954,391.03702,223.05399,210.32704,102.1308,99.479996,162.72716,119.99545,229.98515,138.34053
2023-02-23,220.47849,35.409973,224.01137,144.6749,35.707058,426.67096,60.277317,140.37157,85.72589,97.5079,264.5055,367.25153,521.21313,135.18103,210.58438,224.41768,141.28008,152.62694,68.929855,390.8987,223.20847,210.52802,101.66148,99.048836,162.34047,119.442444,229.19641,138.22775
2023-02-24,219.0775,35.01904,223.89023,144.3821,35.577976,426.02365,60.20152,140.40791,85.84365,97.41479,263.11633,365.2794,519.52325,135.03122,209.9593,223.71162,140.53085,151.99202,68.87226,390.87683,223.33594,209.1153,100.85094,98.34124,162.21487,118.64165,228.2238,137.90456
2023-02-27,216.36761,,223.29083,143.92543,35.350304,424.84003,59.99146,140.32315,86.093666,97.25502,261.7997,362.10678,517.0723,134.49426,208.87184,222.56688,139.9561,150.85555,68.74575,390.28876,222.54358,205.54584,99.51652,97.31112,161.93575,116.854164,226.40887,137.36505
2023-02-28,217.04025,34.548004,222.8353,143.54913,35.161545,424.339,60.26305,140.59862,85.883354,97.232635,262.156,362.26807,517.9168,134.5122,208.14482,222.195,140.08209,150.60503,68.717094,389.42218,224.52644,208.88051,99.43213,97.27146,162.75836,116.944145,227.27936,137.17683
2023-03-01,219.40607,34.53877,222.97247,144.35573,35.21249,423.13602,60.1098,140.74005,86.440544,97.40557,262.52252,365.0321,520.7944,135.53735,207.28154,222.57394,141.69421,151.60913,68.93567,390.0889,227.42548,214.68147,99.657104,97.06775,163.48134,119.105995,230.44098,138.60576
2023-03-02,219.68013,35.089283,223.22327,144.09932,35.244442,424.38208,59.60156,140.23453,86.09202,97.25984,261.5808,366.48975,520.52155,135.64546,205.64832,224.65314,143.45145,151.47989,68.86333,391.1886,230.4154,213.00534,100.27897,97.22501,165.60307,116.505646,233.34644,137.85286
2023-03-03,223.78108,35.14574,222.93039,143.79121,35.06004,423.85007,59.68103,140.26527,86.10882,97.3281,262.4042,367.19278,522.8227,135.73044,205.59543,223.98659,144.0102,150.63937,68.86132,391.9551,231.3762,209.24194,100.64209,97.06307,165.9635,115.5683,232.98766,137.46165
2023-03-06,226.52084,35.055622,223.26884,143.65065,34.88872,424.28644,59.467583,139.88544,85.88451,97.46031,261.98077,366.87445,522.6108,135.60718,205.22171,224.4314,143.95457,149.89648,68.9045,392.4218,231.31207,204.69022,100.37826,97.02429,166.01677,115.58709,231.98154,136.88332
2023-03-07,231.5627,35.22035,223.59525,143.53194,34.902615,424.60733,59.903458,139.97849,85.50607,97.566,263.17484,369.30118,525.9865,135.93176,205.50294,225.25374,143.89801,150.04213,69.109985,392.99933,234.32697,207.66922,101.31383,98.0153,166.9712,115.94576,233.88832,137.00333
2023-03-08,235.28795,35.22489,224.43195,143.62343,35.00729,425.04407,59.967434,140.00163,85.47427,97.94582,263.7961,371.99747,528.62683,136.46242,206.08098,226.69754,143.50998,150.66934,69.36878,394.0173,236.95374,208.5745,102.292274,98.92647,167.5863,116.10572,236.86708,137.36372
2023-03-09,237.14561,34.973713,224.78087,143.34578,35.045036,425.92307,59.980183,139.98248,85.7102,98.05032,263.6303,373.06262,530.31104,136.6326,206.04637,227.44574,142.94945,150.85303,69.41424,394.36478,238.7913,207.23878,102.8728,99.503845,167.77364,116.04667,239.04257,137.46617
2023-03-10,236.63405,34.032516,224.79097,142.85735,34.965286,426.26706,59.78569,139.79701,85.852554,97.992966,263.04788,372.28867,530.258,136.39319,205.78984,227.35725,140.72113,150.36484,69.284645,393.70682,239.03532,204.06654,102.74429,99.55826,167.54462,115.23912,239.89484,137.3266
2023-03-13,233.60663,32.460403,224.47157,142.06696,34.74945,425.78632,59.48656,139.38516,85.95947,97.720894,261.67615,369.28522,528.3474,135.78209,205.27016,226.0893,137.13818,149.25256,68.99939,392.01608,237.7642,199.36816,101.79685,98.997925,166.87502,113.68016,239.15877,136.89374
2023-03-14,233.72397,30.837444,224.10045,141.46532,34.6799,425.66382,59.753593,139.42464,85.69526,97.471306,261.91522,368.49545,528.7617,135.74962,205.65169,224.7358,133.60403,149.04019,68.596634,390.5085,238.8771,201.19614,101.88592,99.14449,167.02939,113.74212,240.27022,136.858
2023-03-15,235.417,29.82342,224.27353,141.39119,34.761448,425.42175,59.771336,139.43654,85.6168,97.553185,261.95554,368.87335,529.60205,136.17699,206.83058,225.09924,132.5776,149.5702,68.40454,390.21585,240.57193,201.46109,102.39482,99.540276,167.21278,114.82283,242.35883,137.162
2023-03-16,236.32472,29.106548,224.32907,141.41148,34.857037,425.58362,59.76151,139.60947,85.5386,97.30316,261.60602,368.09882,529.8147,136.53221,207.69923,224.71599,131.84616,149.90694,67.839584,389.79785,241.99448,200.20258,102.77291,99.85996,167.21797,115.88867,243.80539,137.20499
2023-03-17,236.87053,28.774591,224.29605,141.12244,34.903984,425.5074,59.690823,139.78584,85.58025,96.7317,260.91162,366.0519,529.36646,136.73381,208.22794,223.87596,131.83232,149.8279,66.99273,389.3927,242.99469,197.76299,102.99579,100.157295,167.04437,117.59202,244.2616,137.16055
2023-03-20,235.84752,28.325975,224.21017,140.85074,34.822342,424.99243,59.438644,139.72243,85.86155,95.681335,259.2289,362.40625,527.56244,136.59383,208.34587,222.2552,130.59888,148.67473,65.84253,388.48743,242.0354,194.29245,102.86882,100.339226,166.88354,118.08989,243.7221,136.94833
2023-03-21,237.85461,28.292957,223.97638,141.00613,34.93092,424.94366,59.853935,140.02542,85.08046,95.484024,259.83264,362.0682,529.0284,137.06096,209.0149,221.5726,130.35822,,65.588104,387.97278,243.69037,197.09532,103.94595,101.42451,167.60245,119.37331,244.91275,137.12892
2023-03-22,240.08502,28.701574,224.52412,141.45555,35.16873,424.91476,59.88739,140.50371,85.21616,96.05953,260.5353,363.10672,530.69336,137.8861,210.23497,222.86192,131.63892,148.81808,66.06425,388.9698,245.7791,198.76945,105.34262,102.61184,168.22272,121.24894,246.74095,137.62836
2023-03-23,240.52052,29.031397,224.64403,141.70656,35.314915,425.10324,59.835182,140.84337,85.20135,96.29569,260.57028,363.35532,531.279,138.48424,210.91037,223.68988,132.93707,149.13644,66.67282,389.6242,247.15118,199.24422,106.34196,103.44419,168.57613,121.95032,247.68391,137.78075
2023-03-24,239.90875,28.904726,224.60852,141.9488,35.34879,425.04443,59.646126,140.885,85.34816,96.206985,259.6826,362.5387,531.51764,138.72983,211.23123,224.41614,133.71187,148.778,66.84013,389.23172,248.0295,198.13478,106.884476,103.97796,168.69801,122.16865,247.46397,137.7573
2023-03-27,238.58484,28.367834,224.41562,142.0231,35.28322,424.6224,59.63491,140.80116,85.318825,95.890015,258.54578,360.0465,530.90265,138.6762,211.27551,224.26529,132.99129,148.16116,66.54657,388.21063,248.1839,195.5727,106.82565,104.12176,168.48422,121.47273,246.14557,137.60577
2023-03-28,240.69615,28.345043,224.40298,142.61235,35.3246,424.8292,60.139435,141.18509,84.94978,95.91658,258.8873,360.68954,532.164,139.07356,211.70604,224.2666,132.55592,148.55403,66.548386,387.80447,250.1148,199.46759,107.39889,104.797386,169.00946,122.24997,246.49759,137.70056
2023-03-29,242.74654,28.58844,224.88135,143.2948,35.44046,424.5426,60.36349,141.55849,85.17112,96.237175,259.2245,361.9825,532.7654,139.77554,212.77104,224.95229,133.1613,149.31165,66.84874,388.10458,251.40167,200.9716,107.7946,105.10992,169.27287,122.442406,247.40732,137.99648
2023-03-30,244.31494,28.907736,225.23346,143.94704,35.52177,424.5203,60.579212,141.89041,85.32152,96.33893,259.3577,362.5242,532.83795,140.27997,213.45969,225.59259,133.77034,149.76064,67.15115,387.6069,252.18954,200.54877,107.800285,105.08756,169.26376,123.40668,247.68669,138.07019
2023-03-31,244.62923,29.029234,225.47745,144.51924,35.54452,424.15372,60.672237,142.0808,85.3931,96.350075,259.2725,361.9433,532.717,140.51303,213.80013,225.73544,134.1207,149.78261,67.38883,386.61694,252.40884,198.73332,107.29392,104.70985,169.13676,124.22045,247.18163,138.0429
2023-04-03,245.8098,29.050714,225.61267,145.66925,35.69886,423.19336,60.666855,142.1832,85.66829,96.26454,259.0683,361.9294,533.35974,141.07306,213.40282,225.16028,134.7185,149.95532,67.657486,386.4036,253.52927,200.38272,106.51392,103.97635,168.83983,126.58433,246.98016,139.22015
2023-04-04,248.41164,29.572567,225.96556,146.31677,36.011322,425.40836,61.26708,142.62244,84.995514,96.53742,261.7681,365.63443,533.37726,141.64827,213.89804,225.96037,135.20837,150.6219,67.83947,389.6277,256.0214,206.04861,107.52704,104.932724,170.30032,127.43194,248.12141,139.46054
2023-04-05,251.06007,29.971088,227.27362,147.64679,36.32353,427.9409,61.41724,143.38065,85.38212,97.147736,265.12524,369.77527,536.2825,142.7491,216.41684,228.55013,136.21474,152.0356,68.343834,393.39148,258.9624,208.9789,108.8488,105.903915,171.78638,129.03317,250.55406,139.9114
2023-04-06,251.63281,30.050035,228.12944,148.72197,36.588863,429.9465,61.60536,143.86584,85.488075,97.603355,266.5234,372.11023,536.844,143.50737,218.19083,230.25565,136.55435,153.21994,68.83764,396.7114,260.4833,208.89973,109.73529,106.5655,172.46909,128.55544,251.92989,139.8906
2023-04-10,250.15982,29.925596,228.77475,149.53337,36.73824,430.68045,61.697212,144.15932,85.68107,97.83278,266.84598,372.3561,535.7389,143.98389,219.61505,230.80516,136.36589,154.22614,69.078514,399.0811,261.10565,206.50735,110.162796,106.952324,172.53189,128.18188,252.09198,139.71532
2023-04-11,250.203,29.950974,229.33305,150.1972,36.93951,431.28574,62.016754,144.63048,85.749214,97.973404,268.0604,373.7333,536.6072,144.49734,220.9413,231.07921,136.184,155.71405,69.245,401.03754,262.81744,208.53824,111.02029,107.804,173.11705,128.56348,253.209,139.6507
2023-04-12,249.16824,30.172167,230.13254,150.81969,37.17776,431.7505,62.062977,144.80547,86.08644,98.32008,269.09543,375.19757,536.6404,144.99315,222.33263,232.0395,136.30122,157.32567,69.51416,403.2254,264.1394,209.06912,111.77004,108.33348,173.45197,127.9253,254.44505,139.67572
2023-04-13,247.73647,30.365421,230.56401,151.15164,37.286736,432.10275,62.091698,144.79024,86.35874,98.48591,269.27252,375.43384,535.88947,145.275,223.14677,232.40747,136.38936,158.39362,69.745705,404.94836,264.72095,208.1072,112.01493,108.43763,173.31038,126.86111,254.9199,139.42519
2023-04-14,246.2526,30.32477,230.87573,151.38826,37.26215,431.97223,62.129333,144.6499,86.547585,98.54512,268.80844,374.58484,534.8138,145.3171,223.74753,232.68372,136.11104,158.9575,69.845665,406.0535,264.96332,205.71703,111.9174,108.33216,172.80466,127.07878,254.69737,139.18582
2023-04-17,244.28307,30.17489,231.04318,151.26488,37.08691,431.3198,62.09336,144.3506,86.75774,98.56472,267.9679,372.73975,532.7467,145.08615,224.10458,232.4287,134.80038,158.88528,69.84447,405.82178,264.69543,202.37405,111.45566,108.033264,172.08148,126.6787,253.58185,138.8799
2023-04-18,245.90689,30.397486,231.22165,151.2911,37.026077,431.32376,62.54773,144.49054,86.66539,98.55654,268.94516,373.55014,533.85675,145.13425,224.39888,232.45113,135.59402,159.27982,69.830055,404.57706,265.88562,205.66426,111.64086,108.335236,172.28024,127.749825,254.32556,138.91396
2023-04-19,247.69746,30.717611,231.79094,151.49384,37.02645,430.99225,62.694016,144.58205,86.94064,98.822075,269.9889,374.93716,535.15857,145.3886,225.14192,233.64545,137.81023,159.57156,69.90055,404.31757,266.87964,206.97493,111.92805,108.43991,172.54167,128.38033,256.0439,139.24335
2023-04-20,248.39984,30.89879,232.11778,151.6355,36.944862,431.04764,62.81675,144.63655,87.10566,98.88663,270.32166,375.27002,535.94464,145.51178,225.33516,234.13972,140.12936,159.60078,70.00306,403.40085,266.88885,206.08002,111.82875,108.20994,172.47444,129.22577,257.12634,139.31609
2023-04-21,247.72697,30.890467,232.30501,151.75165,36.745007,430.59647,62.876923,144.57205,87.269714,98.866104,269.99973,374.41147,536.0432,145.42062,225.3067,234.30858,141.6748,159.2404,69.953705,401.61453,266.0647,202.82724,111.375465,107.781075,172.09702,129.36191,257.1112,139.18121
